# generated_at: 2026-05-19T12:15:01Z, dataset_version: v202605191210, source: internetinmyanmar.com/data
id,start_date,end_date,ongoing,duration_days,type,scope,perpetrator,services,source_url
,2021-08-20,2026-05-19,True,1733,full_network,"Kachin's Hpakant, Sagaing",Military,"[""Broadband"", ""Mobile""]",https://www.irrawaddy.com/news/burma/myanmar-junta-cuts-internet-access-in-hpakant.html
,2021-09-14,2026-05-19,True,1708,full_network,"Sagaing’s Pale, Yinmarbin, Kani, Budalin, Ayadaw,  Taze, and Ye-U townships, Mandalay’s Mogyoke and Myingyan townships, and Magway's Taungdwingyi townships",Military,"[""Broadband"", ""Mobile""]",https://www.myanmar-now.org/en/news/internet-blackout-hits-parts-of-sagaing-and-mandalay-regions
,2021-09-23,2026-05-19,True,1699,full_network,"Chin state’s Matupi, Tonzang, Paletwa, Falam, Kanpetlet, Thantlang, Tedim, Mindat townships, Magway's Myaing, Gangaw, and Tilin townships",Military,"[""Broadband"", ""Mobile""]",https://www.myanmar-now.org/en/news/military-cuts-off-internet-connection-in-11-more-townships-in-northwestern-myanmar
,2021-09-26,2026-05-19,True,1696,full_network,"Sagaing's Pinlebu, Wuntho, Kawlin, Salingyi, Mingin, Kalay townships, Chin's Haka township",Military,"[""Mobile""]",https://freedomhouse.org/country/myanmar/freedom-net/2021
,2022-01-06,2026-05-19,True,1594,full_network,"Loikaw, Demoso, Bawlakhe, Hpasawng, and Mese townships in Kayah State",Military,"[""Mobile""]",https://progressivevoicemyanmar.org/wp-content/uploads/2022/06/Internet-Shutdown-Athan-May-2022-Eng.pdf
,2022-05-24,2026-05-19,True,1456,full_network,"Dawei, Launglong, and Thayetchaung townships, Tanintharyi Region",Military,"[""Mobile""]",https://www.bnionline.net/en/news/mobile-network-and-internet-cut-some-townships-tanintharyi
,2024-02-16,2026-05-19,True,823,mobile,Nationwide,Military,"[""Broadband"", ""Mobile"", ""Facebook"", ""Twitter"", ""Whatsapp""]",https://explorer.ooni.org/chart/mat?probe_cc=MM&since=2024-01-01&until=2026-02-11&time_grain=day&axis_x=measurement_start_day&test_name=facebook_messenger
,2024-04-06,2026-05-19,True,773,full_network,"Myawaddy township, Kayin State",Military,"[""Mobile""]",https://athanmyanmar.org/myanmar-communication-blackout-2021-to-present/
,2024-07-14,2026-05-19,True,674,mobile,Nationwide,Military,"[""Broadband"", ""Mobile""]",https://explorer.ooni.org/chart/mat?probe_cc=MM&since=2024-07-01&until=2024-09-20&time_grain=day&axis_x=measurement_start_day&test_name=signal
,2024-07-21,2026-05-19,True,667,full_network,Kachin State,Military,"[""Broadband"", ""Mobile""]",https://engagemedia.org/2024/myanmar-digital-coup-quarterly-may-2024-july-2024/
,2024-11-16,2026-05-19,True,549,full_network,Rakhine State,Unknown,"[""Mobile""]",https://t.me/TheWesternNews/16112
,2024-12-20,2025-01-02,False,13,full_network,"Phyu township, Bago Region",Military,"[""Mobile""]",https://yktnews.com/2024/12/197508/
,2025-01-01,2026-05-19,True,503,full_network,"Townships around Mingaladon Air Force Base, Yangon Region",Military,"[""Mobile""]",http://ftp.dvb.no/post/686469
,2025-01-02,2026-05-19,True,502,full_network,"Multiple villages along the Pathein River and up the coast, Gwa township, Rakhine State and Thabaung township, Ayeyarwady Region",Military,"[""Mobile""]",https://www.dmgburmese.com/%E1%80%9E%E1%80%90%E1%80%84%E1%80%BA%E1%80%B8/gwabdntd.html
,2025-01-03,2026-05-19,True,501,full_network,Rakhine State,Military,"[""Mobile""]",https://www.facebook.com/photo/?fbid=1062360075903418&set=-%E1%80%9B%E1%80%81%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA-%E1%80%9E%E1%80%AD%E1%80%99%E1%80%BA%E1%80%B8%E1%80%95%E1%80%AD%E1%80%AF%E1%80%80%E1%80%BA%E1%80%92%E1%80%B1%E1%80%9E%E1%80%99%E1%80%BB%E1%80%AC%E1%80%B8%E1%80%90%E1%80%BD%E1%80%84%E1%80%BA-%E1%80%96%E1%80%AF%E1%80%94%E1%80%BA%E1%80%B8%E1%80%9C%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%B8%E1%80%94%E1%80%BE%E1%80%84%E1%80%B7%E1%80%BA-%E1%80%A1%E1%80%84%E1%80%BA%E1%80%90%E1%80%AC%E1%80%94%E1%80%80%E1%80%BA%E1%80%9C%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%B8%E1%80%80%E1%80%AD%E1%80%AF-aa-%E1%80%91%E1%80%AD%E1%80%94%E1%80%BA%E1%80%B8%E1%80%81%E1%80%BB%E1%80%AF%E1%80%95%E1%80%BA%E1%80%91%E1%80%AC
,2025-01-03,2026-05-19,True,501,full_network,"Kanpauk area, Yebyu township, Tanintharyi Region",Unknown,"[""Broadband"", ""Mobile""]",https://engagemedia.org/2025/myanmar-digital-coup-quarterly-november-2024-january-2025/
,2025-01-11,2026-05-19,True,493,full_network,"Palaw township, Tanintharyi Region",Military,"[""Mobile""]",https://www.tntynews.com/15/01/2025/43285/
,2025-01-16,2025-01-18,False,2,full_network,"Bawmi village, Shwethaungyan town, Pathein township, Ayeyarwady Region",Military,"[""Mobile""]",https://www.bbc.com/burmese/articles/cvgppm26j82o
,2025-01-20,2025-02-01,False,12,full_network,"Chaung Tha, Hainggyi Island, Kyone Pyaw, Labutta, Ngapudaw, Ngayokaung, Ngwe Saung, Pathein, Shwe Thaung Yan, Thabaung, and Yeygi townships, Ayeyarwady Region",Military,"[""Mobile""]",https://burmese.dvb.no/post/688719
,2025-01-22,2026-05-19,True,482,full_network,"Kyeikdon town, Kawkareik township, Kayin State",Military,"[""Broadband"", ""Mobile""]",https://burmese.thanlwintimes.com/2025/01/22/%E1%80%80%E1%80%BB%E1%80%AD%E1%80%AF%E1%80%80%E1%80%BA%E1%80%92%E1%80%AF%E1%80%B6%E1%80%99%E1%80%BC%E1%80%AD%E1%80%AF%E1%80%B7%E1%80%99%E1%80%BE%E1%80%AC-%E1%80%85%E1%80%85%E1%80%BA%E1%80%80%E1%80%B1/
,2025-01-28,2026-05-19,True,476,full_network,"Kyaukme city, Shan State",Military,"[""Broadband"", ""Mobile""]",https://t.me/mekongnewsmm/33524
,2025-01-29,2026-05-19,True,475,full_network,"Gangaw town, Magway Division",Military,"[""Mobile""]",https://burmese.dvb.no/post/688531
,2025-01-29,2026-05-19,True,475,full_network,"Tamu township, Sagaing Division",Military,"[""Broadband"", ""Mobile""]",https://nitter.net/dvbburmese/status/1884520570848694781
,2025-02-04,2026-05-19,True,469,full_network,"5 areas across Myawaddy and Kyain Seikgyi townships, Kayin State and Tachileik township, Shan State",Non-government,"[""Broadband"", ""Mobile""]",https://engagemedia.org/2025/myanmar-digital-coup-quarterly-february-2025-april-2025/
,2025-02-05,2026-05-19,True,468,full_network,"Coastal villages in Launglon township, Dawei district, Tanintharyi Region",Military,"[""Broadband"", ""Mobile""]",https://www.youtube.com/watch?v=G_qTkIB0yC0
,2025-02-06,2025-02-10,False,4,full_network,"Htone Makha and Thabaw-Lake villages, Tanintharyi township, Tanintharyi Region",Military,"[""Mobile""]",https://engagemedia.org/2025/myanmar-digital-coup-quarterly-february-2025-april-2025/
,2025-02-19,2026-05-19,True,454,full_network,"Paukkaung township, Bago Region",Military,"[""Broadband"", ""Mobile""]",https://www.rfa.org/burmese/news/paramotor-airstrike-paukkhaung-02202025005416.html
